batch_name,set_or_batch_number,local_image_filename,safe_hosted_filename,local_image_path,relative_hosting_path,public_image_url,image_position,image_size_bytes,hosting_status,notes
fw37thset_batch_23,37,fw37thset_batch_23_untitled-listing_img01_2026-05-26_083416.png,fw37thset-batch-23_01_fw37thset-batch-23-untitled-listing-img01-2026-05-26-083416.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw37thset_batch_23/Cropped_Images/fw37thset_batch_23_untitled-listing_img01_2026-05-26_083416.png,images/fw37thset-batch-23_01_fw37thset-batch-23-untitled-listing-img01-2026-05-26-083416.jpg,,1,247862,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw37thset_batch_23,37,fw37thset_batch_23_untitled-listing_img02_2026-05-26_083425.png,fw37thset-batch-23_02_fw37thset-batch-23-untitled-listing-img02-2026-05-26-083425.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw37thset_batch_23/Cropped_Images/fw37thset_batch_23_untitled-listing_img02_2026-05-26_083425.png,images/fw37thset-batch-23_02_fw37thset-batch-23-untitled-listing-img02-2026-05-26-083425.jpg,,2,253544,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw37thset_batch_23,37,fw37thset_batch_23_untitled-listing_img03_2026-05-26_083431.png,fw37thset-batch-23_03_fw37thset-batch-23-untitled-listing-img03-2026-05-26-083431.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw37thset_batch_23/Cropped_Images/fw37thset_batch_23_untitled-listing_img03_2026-05-26_083431.png,images/fw37thset-batch-23_03_fw37thset-batch-23-untitled-listing-img03-2026-05-26-083431.jpg,,3,187072,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw37thset_batch_23,37,fw37thset_batch_23_untitled-listing_img04_2026-05-26_083437.png,fw37thset-batch-23_04_fw37thset-batch-23-untitled-listing-img04-2026-05-26-083437.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw37thset_batch_23/Cropped_Images/fw37thset_batch_23_untitled-listing_img04_2026-05-26_083437.png,images/fw37thset-batch-23_04_fw37thset-batch-23-untitled-listing-img04-2026-05-26-083437.jpg,,4,227443,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw37thset_batch_23,37,fw37thset_batch_23_untitled-listing_img05_2026-05-26_083442.png,fw37thset-batch-23_05_fw37thset-batch-23-untitled-listing-img05-2026-05-26-083442.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw37thset_batch_23/Cropped_Images/fw37thset_batch_23_untitled-listing_img05_2026-05-26_083442.png,images/fw37thset-batch-23_05_fw37thset-batch-23-untitled-listing-img05-2026-05-26-083442.jpg,,5,196271,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw73rdset_batch_24,73,fw73rdset_batch_24_large-lightweight-shortie-blues-vintage-chenille-bathrobe-up_img01_2026-05-27_095149.png,fw73rdset-batch-24_01_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw73rdset_batch_24/Cropped_Images/fw73rdset_batch_24_large-lightweight-shortie-blues-vintage-chenille-bathrobe-up_img01_2026-05-27_095149.png,images/fw73rdset-batch-24_01_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,,1,270213,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw73rdset_batch_24,73,fw73rdset_batch_24_large-lightweight-shortie-blues-vintage-chenille-bathrobe-up_img02_2026-05-27_095156.png,fw73rdset-batch-24_02_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw73rdset_batch_24/Cropped_Images/fw73rdset_batch_24_large-lightweight-shortie-blues-vintage-chenille-bathrobe-up_img02_2026-05-27_095156.png,images/fw73rdset-batch-24_02_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,,2,205389,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw73rdset_batch_24,73,fw73rdset_batch_24_large-lightweight-shortie-blues-vintage-chenille-bathrobe-up_img03_2026-05-27_095202.png,fw73rdset-batch-24_03_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw73rdset_batch_24/Cropped_Images/fw73rdset_batch_24_large-lightweight-shortie-blues-vintage-chenille-bathrobe-up_img03_2026-05-27_095202.png,images/fw73rdset-batch-24_03_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,,3,198224,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw73rdset_batch_24,73,fw73rdset_batch_24_large-lightweight-shortie-blues-vintage-chenille-bathrobe-up_img04_2026-05-27_095209.png,fw73rdset-batch-24_04_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw73rdset_batch_24/Cropped_Images/fw73rdset_batch_24_large-lightweight-shortie-blues-vintage-chenille-bathrobe-up_img04_2026-05-27_095209.png,images/fw73rdset-batch-24_04_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,,4,234922,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw73rdset_batch_24,73,fw73rdset_batch_24_large-lightweight-shortie-blues-vintage-chenille-bathrobe-up_img05_2026-05-27_095214.png,fw73rdset-batch-24_05_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw73rdset_batch_24/Cropped_Images/fw73rdset_batch_24_large-lightweight-shortie-blues-vintage-chenille-bathrobe-up_img05_2026-05-27_095214.png,images/fw73rdset-batch-24_05_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,,5,240661,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw73rdset_batch_24,73,fw73rdset_batch_24_large-lightweight-shortie-blues-vintage-chenille-bathrobe-up_img06_2026-05-27_095218.png,fw73rdset-batch-24_06_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw73rdset_batch_24/Cropped_Images/fw73rdset_batch_24_large-lightweight-shortie-blues-vintage-chenille-bathrobe-up_img06_2026-05-27_095218.png,images/fw73rdset-batch-24_06_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,,6,223058,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw73rdset_batch_24,73,fw73rdset_batch_24_large-lightweight-shortie-blues-vintage-chenille-bathrobe-up_img07_2026-05-27_095223.png,fw73rdset-batch-24_07_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw73rdset_batch_24/Cropped_Images/fw73rdset_batch_24_large-lightweight-shortie-blues-vintage-chenille-bathrobe-up_img07_2026-05-27_095223.png,images/fw73rdset-batch-24_07_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,,7,240858,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw73rdset_batch_24,73,fw73rdset_batch_24_large-lightweight-shortie-blues-vintage-chenille-bathrobe-up_img08_2026-05-27_095228.png,fw73rdset-batch-24_08_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw73rdset_batch_24/Cropped_Images/fw73rdset_batch_24_large-lightweight-shortie-blues-vintage-chenille-bathrobe-up_img08_2026-05-27_095228.png,images/fw73rdset-batch-24_08_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,,8,213561,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw73rdset_batch_24,73,fw73rdset_batch_24_large-lightweight-shortie-blues-vintage-chenille-bathrobe-up_img09_2026-05-27_095233.png,fw73rdset-batch-24_09_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw73rdset_batch_24/Cropped_Images/fw73rdset_batch_24_large-lightweight-shortie-blues-vintage-chenille-bathrobe-up_img09_2026-05-27_095233.png,images/fw73rdset-batch-24_09_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,,9,238867,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw74thset_batch_25,74,fw74thset_batch_25_medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe_img01_2026-05-27_095308.png,fw74thset-batch-25_01_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw74thset_batch_25/Cropped_Images/fw74thset_batch_25_medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe_img01_2026-05-27_095308.png,images/fw74thset-batch-25_01_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,,1,203616,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw74thset_batch_25,74,fw74thset_batch_25_medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe_img02_2026-05-27_095314.png,fw74thset-batch-25_02_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw74thset_batch_25/Cropped_Images/fw74thset_batch_25_medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe_img02_2026-05-27_095314.png,images/fw74thset-batch-25_02_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,,2,177789,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw74thset_batch_25,74,fw74thset_batch_25_medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe_img03_2026-05-27_095318.png,fw74thset-batch-25_03_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw74thset_batch_25/Cropped_Images/fw74thset_batch_25_medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe_img03_2026-05-27_095318.png,images/fw74thset-batch-25_03_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,,3,189310,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw74thset_batch_25,74,fw74thset_batch_25_medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe_img04_2026-05-27_095322.png,fw74thset-batch-25_04_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw74thset_batch_25/Cropped_Images/fw74thset_batch_25_medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe_img04_2026-05-27_095322.png,images/fw74thset-batch-25_04_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,,4,199495,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw74thset_batch_25,74,fw74thset_batch_25_medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe_img05_2026-05-27_095327.png,fw74thset-batch-25_05_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw74thset_batch_25/Cropped_Images/fw74thset_batch_25_medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe_img05_2026-05-27_095327.png,images/fw74thset-batch-25_05_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,,5,213261,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw74thset_batch_25,74,fw74thset_batch_25_medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe_img06_2026-05-27_095331.png,fw74thset-batch-25_06_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw74thset_batch_25/Cropped_Images/fw74thset_batch_25_medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe_img06_2026-05-27_095331.png,images/fw74thset-batch-25_06_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,,6,218649,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw74thset_batch_25,74,fw74thset_batch_25_medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe_img07_2026-05-27_095335.png,fw74thset-batch-25_07_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw74thset_batch_25/Cropped_Images/fw74thset_batch_25_medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe_img07_2026-05-27_095335.png,images/fw74thset-batch-25_07_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,,7,193575,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw74thset_batch_25,74,fw74thset_batch_25_medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe_img08_2026-05-27_095340.png,fw74thset-batch-25_08_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw74thset_batch_25/Cropped_Images/fw74thset_batch_25_medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe_img08_2026-05-27_095340.png,images/fw74thset-batch-25_08_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,,8,203906,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw74thset_batch_25,74,fw74thset_batch_25_medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe_img09_2026-05-27_095344.png,fw74thset-batch-25_09_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw74thset_batch_25/Cropped_Images/fw74thset_batch_25_medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe_img09_2026-05-27_095344.png,images/fw74thset-batch-25_09_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,,9,207330,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw75thset_batch_26,75,fw75thset_batch_26_2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upc_img01_2026-05-27_103822.png,fw75thset-batch-26_01_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw75thset_batch_26/Cropped_Images/fw75thset_batch_26_2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upc_img01_2026-05-27_103822.png,images/fw75thset-batch-26_01_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,,1,327129,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw75thset_batch_26,75,fw75thset_batch_26_2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upc_img02_2026-05-27_103827.png,fw75thset-batch-26_02_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw75thset_batch_26/Cropped_Images/fw75thset_batch_26_2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upc_img02_2026-05-27_103827.png,images/fw75thset-batch-26_02_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,,2,238819,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw75thset_batch_26,75,fw75thset_batch_26_2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upc_img03_2026-05-27_103832.png,fw75thset-batch-26_03_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw75thset_batch_26/Cropped_Images/fw75thset_batch_26_2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upc_img03_2026-05-27_103832.png,images/fw75thset-batch-26_03_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,,3,200571,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw75thset_batch_26,75,fw75thset_batch_26_2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upc_img04_2026-05-27_103837.png,fw75thset-batch-26_04_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw75thset_batch_26/Cropped_Images/fw75thset_batch_26_2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upc_img04_2026-05-27_103837.png,images/fw75thset-batch-26_04_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,,4,192928,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw75thset_batch_26,75,fw75thset_batch_26_2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upc_img05_2026-05-27_103841.png,fw75thset-batch-26_05_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw75thset_batch_26/Cropped_Images/fw75thset_batch_26_2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upc_img05_2026-05-27_103841.png,images/fw75thset-batch-26_05_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,,5,238506,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw75thset_batch_26,75,fw75thset_batch_26_2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upc_img06_2026-05-27_103848.png,fw75thset-batch-26_06_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw75thset_batch_26/Cropped_Images/fw75thset_batch_26_2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upc_img06_2026-05-27_103848.png,images/fw75thset-batch-26_06_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,,6,238504,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw75thset_batch_26,75,fw75thset_batch_26_2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upc_img07_2026-05-27_103853.png,fw75thset-batch-26_07_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw75thset_batch_26/Cropped_Images/fw75thset_batch_26_2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upc_img07_2026-05-27_103853.png,images/fw75thset-batch-26_07_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,,7,245945,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw75thset_batch_26,75,fw75thset_batch_26_2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upc_img08_2026-05-27_103858.png,fw75thset-batch-26_08_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw75thset_batch_26/Cropped_Images/fw75thset_batch_26_2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upc_img08_2026-05-27_103858.png,images/fw75thset-batch-26_08_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,,8,196443,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw75thset_batch_26,75,fw75thset_batch_26_2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upc_img09_2026-05-27_103902.png,fw75thset-batch-26_09_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw75thset_batch_26/Cropped_Images/fw75thset_batch_26_2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upc_img09_2026-05-27_103902.png,images/fw75thset-batch-26_09_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,,9,228280,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw76thset_batch_27,76,fw76thset_batch_27_small-lightweight-touch-of-purple-vintage-chenille-bathrobe_img01_2026-05-27_103650.png,fw76thset-batch-27_01_fw76thset-batch-27-small-lightweight-touch-of-purple-vintage-chenille.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw76thset_batch_27/Cropped_Images/fw76thset_batch_27_small-lightweight-touch-of-purple-vintage-chenille-bathrobe_img01_2026-05-27_103650.png,images/fw76thset-batch-27_01_fw76thset-batch-27-small-lightweight-touch-of-purple-vintage-chenille.jpg,,1,221921,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw76thset_batch_27,76,fw76thset_batch_27_small-lightweight-touch-of-purple-vintage-chenille-bathrobe_img02_2026-05-27_103655.png,fw76thset-batch-27_02_fw76thset-batch-27-small-lightweight-touch-of-purple-vintage-chenille.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw76thset_batch_27/Cropped_Images/fw76thset_batch_27_small-lightweight-touch-of-purple-vintage-chenille-bathrobe_img02_2026-05-27_103655.png,images/fw76thset-batch-27_02_fw76thset-batch-27-small-lightweight-touch-of-purple-vintage-chenille.jpg,,2,208349,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw76thset_batch_27,76,fw76thset_batch_27_small-lightweight-touch-of-purple-vintage-chenille-bathrobe_img03_2026-05-27_103700.png,fw76thset-batch-27_03_fw76thset-batch-27-small-lightweight-touch-of-purple-vintage-chenille.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw76thset_batch_27/Cropped_Images/fw76thset_batch_27_small-lightweight-touch-of-purple-vintage-chenille-bathrobe_img03_2026-05-27_103700.png,images/fw76thset-batch-27_03_fw76thset-batch-27-small-lightweight-touch-of-purple-vintage-chenille.jpg,,3,230602,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
fw76thset_batch_27,76,fw76thset_batch_27_small-lightweight-touch-of-purple-vintage-chenille-bathrobe_img04_2026-05-27_103704.png,fw76thset-batch-27_04_fw76thset-batch-27-small-lightweight-touch-of-purple-vintage-chenille.jpg,/Users/kyle/Downloads/etsy_cropped_all_batches/MASTER_CLIENT_READY_Etsy_Image_Rescue_2026-05-29/02_All_Listings_By_Set/fw76thset_batch_27/Cropped_Images/fw76thset_batch_27_small-lightweight-touch-of-purple-vintage-chenille-bathrobe_img04_2026-05-27_103704.png,images/fw76thset-batch-27_04_fw76thset-batch-27-small-lightweight-touch-of-purple-vintage-chenille.jpg,,4,199745,candidate_only,Hosting copy is a high-quality JPEG. Original delivered PNG remains unchanged. Public URL not created in this environment.
